COUNTY_CODE,COUNTY_NAME,DISTRICT_CODE,DISTRICT_NAME,GRADESPAN,SUPERINTENDENT,ADDRESS,CITY_STATE_ZIP,PHONE,EMAIL,WEBSITE,FACEBOOK,TWITTER
27,MORRIS,1090,DENVILLE TWP,PK-08,STEVEN FORTE,1 ST. MARY PLACE,DENVILLE NJ 07834,(973)983-6530 Ext. 3091,SFORTE@DENVILLE.ORG,http://www.denville.org,https://www.facebook.com/DenvilleTownshipSchools/,https://twitter.com/DenvilleSchool?lang=en
27,MORRIS,1110,DOVER TOWN,PK-12,MS. SCHOONMKAER,100 GRACE STREET,DOVER NJ 07801-2644,(973)989-2000,BSCHOONMAKER@DOVER-NJ.ORG,http://dover-nj.org,,
27,MORRIS,1190,EAST HANOVER TWP,PK-08,MRS. BARTLETT,20 SCHOOL AVENUE,EAST HANOVER NJ 07936-2999,(973)887-2112,NBARTLETT@EASTHANOVERSCHOOLS.ORG,https://www.easthanoverschools.org,https://www.facebook.com/EHTSDistrict/,https://twitter.com/ehtsdistrict
27,MORRIS,1530,FLORHAM PARK BORO,PK-08,DR. VARLEY,67 RIDGEDALE AVEUNE,FLORHAM PARK NJ 07932,(973)822-3880 Ext. 1003,MELISSA.VARLEY@FPKS.ORG,http://www.fpks.org,https://www.facebook.com/Florham-Park-School-District-1763429020612906?scrlybrkr=dc6b2a5f,https://twitter.com/FlorhamParkSD
27,MORRIS,1990,HANOVER PARK REGIONAL,09-12,CAROL GROSSI,75 MOUNT PLEASANT AVENUE,EAST HANOVER NJ 07936,(973)887-0320,CGROSSI@HPREG.ORG,https://www.hpreg.org,,
27,MORRIS,2000,HANOVER TWP,PK-08,MR. WASKO,61 HIGHLAND AVENUE,WHIPPANY NJ 07981,(973)515-2404,MICHAEL.WASKO@HANOVERTWPSCHOOLS.ORG,https://www.hanovertwpschools.com/,,
27,MORRIS,2010,HARDING TOWNSHIP,PK-08,MR. SPELKER,34 LEES HILL ROAD,NEW VERNON NJ 07976,(973)267-6398 Ext. 101,MSPELKER@HARDINGTWP.ORG,http://hardingtwp.org,,
27,MORRIS,2380,JEFFERSON TWP,PK-12,MRS. HOWE,31 ROUTE 181,LAKE HOPATCONG NJ 07849,(973)663-5780 Ext. 5094,JHOWE@JEFFTWP.ORG,https://www.jefftwp.org,https://www.facebook.com/pg/Jefferson-Township-Public-Schools-434599020070368,https://twitter.com/JTPSBOE
27,MORRIS,2460,KINNELON BORO,PK-12,MS. DIGIUSEPPE,109 KIEL AVENUE,KINNELON NJ 07405,(973)838-1418 Ext. 5000,DIGIUSEPPED@KINNELON.ORG,https://www.kinnelonpublicschools.org/,https://www.facebook.com/KinnelonPSD/,https://twitter.com/KinnelonPSD
27,MORRIS,2650,LINCOLN PARK BORO,PK-08,JAMES GRUBE,92 RYERSON ROAD,LINCOLN PARK NJ 07035,(973)696-5500 Ext. 3,GRUBE@LINCPK.COM,http://www.lincolnparkboe.org,https://www.facebook.com/Lincoln-Park-Public-Schools555642661260215/?,https://twitter.com/lincolnparkEDU
27,MORRIS,2870,MADISON BORO,PK-12,MR. SCHWARZ,359 WOODLAND ROAD,MADISON NJ 07940,(973)593-3100 Ext. 3103,SCHWARZM@MADISONNJPS.ORG,http://www.madisonpublicschools.org,http://www.facebook.com/268745484534/,https://twitter.com/MadisonNJPS
27,MORRIS,3090,MENDHAM BORO,PK-08,DR. MORILLO,12 HILLTOP ROAD,MENDHAM NJ 07945,(973)543-2295,MORILLO@MENDHAMBOROSCHOOLS.ORG,https://www.mendhamboro.org,,https://twitter.com/mendhamborosd
27,MORRIS,3100,MENDHAM TWP,PK-08,DR. CONSTANTINO,18 WEST MAIN STREET,BROOKSIDE NJ 07926,(973)543-7107,SCONSTANTINO@MENDHAMTWP.ORG,https://www.mendhamtwp.org,https://www.facebook.com/mtsdnj/,HTTPS://www.twitter.com/mtsdnj
27,MORRIS,3240,MINE HILL TWP,PK-06,MR. NITTEL,42 CANFIELD AVENUE,MINE HILL NJ 07803,(973)366-0590 Ext. 310,LNITTEL@MINEHILLCAS.ORG,https://www.minehillcas.org/,https://www.facebook.com/MineHillCAS/,https://twitter.com/MineHillCAS/
27,MORRIS,3340,MONTVILLE TWP,PK-12,DR. ROVTAR,86 RIVER ROAD,MONTVILLE NJ 07045-9421,(973)331-7100 Ext. 2223,RENE.ROVTAR@MONTVILLE.NET,http://www.montville.net,http://www.facebook.com/montvilletownshippublicschools,https://twitter.com/montvilletwpsch
27,MORRIS,3364,EDUC SERV COMM MORRIS CO,PK-12,DR. VILARDI,520 SPEEDWELL AVENUE,MORRIS PLAINS NJ 07950,(973)540-8844 Ext. 11,AVILARDI@ESCMORRIS.COM,http://www.escmorris.com,,
27,MORRIS,3365,MORRIS COUNTY VOCATIONAL,09-12,SCOTT MOFFITT,400 EAST MAIN STREET,DENVILLE NJ 07834,(973)627-4600 Ext. 213,MOFFITTS@MCVTS.ORG,https://www.mcvts.org/,,
27,MORRIS,3370,MORRIS HILLS REGIONAL,09-12,MR. JENCARELLI,48 KNOLL DRIVE,DENVILLE NJ 07834,(973)664-2291,JJENCARELLI@MHRD.ORG,https://www.mhrd.org,https://www.facebook.com/mhrdschools,https://twitter.com/mhrdschools
27,MORRIS,3380,MORRIS PLAINS BORO,PK-08,MR. MAIRE,520 SPEEDWELL AVENUE,MORRIS PLAINS NJ 07950,(973)538-1650 Ext. 4,MMAIRE@MPSDK8.ORG,https://www.morrisplainsschooldistrict.org/,https://www.facebook.com/Morris-Plains-School-District-1054548634563313/,https://twitter.com/wearempsd?lang=en
27,MORRIS,3385,MORRIS SCHOOL DISTRICT,PK-12,MR. PENDERGRAST,31 HAZEL STREET,MORRISTOWN NJ 07960,(973)292-2300 Ext. 2010,MPENDERGRAST@MSDK12.NET,,,
27,MORRIS,3410,MOUNT ARLINGTON BORO,PK-08,MS. ROWLAND,446 HOWARD BOULEVARD,MOUNT ARLINGTON NJ 07856-1120,(973)770-2504,MROWLAND@MTARLINGTONK8.ORG,http://www.mtarlingtonk8.org,https://www.facebook.com/mtarlingtonk8,https://twitter.com/mtarlingtonk8
27,MORRIS,3450,MOUNT OLIVE TWP,PK-12,DR. ZYWICKI,227 US HIGHWAY 206,FLANDERS NJ 07836,(973)691-4008 Ext. 8101,ROBERT.ZYWICKI@MOTSD.ORG,https://www.mtoliveboe.org/,,https://@MountOliveTSD
27,MORRIS,3460,MOUNTAIN LAKES BORO,PK-12,DR. MUCCI,400 BOULEVARD,MT LAKES NJ 07046,(973)334-8280,AMUCCI@MLSCHOOLS.ORG,https://www.mlschools.org,https://www.facebook.com/Mountain-Lakes-School-District-1079011925518579/,https://twitter.com/MLHSLakers 
27,MORRIS,3520,NETCONG BORO,PK-08,MRS. WALSH,26 COLLEGE ROAD,NETCONG NJ 07857,(973)347-0020 Ext. 218,KWALSH@NETCONGSCHOOL.ORG,https://www.netcongschool.org/Page/1,https://www.facebook.com/Netcong-School-562298827209438/,https://twitter.com/netcongschool?lang=en
27,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,PK-12,DR. SARGENT,292 PARSIPPANY ROAD,PARSIPPANY NJ 07054,(973)263-7250,SUPERINTENDENT@PTHSD.NET,http://www.pthsd.k12.nj.us/,https://www.facebook.com/pthsd,https://twitter.com/PTHBOEJoni
27,MORRIS,4000,LONG HILL TWP,PK-08,DR. ACEVEDO,759 VALLEY ROAD,GILLETTE NJ 07933,(908)647-1200 Ext. 1031,EACEVEDO@LONGHILL.ORG,https://www.longhill.org/,https://www.facebook.com/longhilltownship,https://twitter.com/LHTSD
27,MORRIS,4080,PEQUANNOCK TWP,PK-12,DR. CHARLESTON,538 NEWARK POMPTON TPKE.,POMPTON PLAINS NJ 07444,(973)616-6040 Ext. 7206,BRETT.CHARLESTON@PEQUANNOCK.ORG,http://www.pequannock.org,https://www.facebook.com/Pequannock-Township-Public-Schools-425109114208531,https://twitter.com/panthertown.nj
27,MORRIS,4330,RANDOLPH TWP,PK-12,MS. FANO,25 SCHOOL HOUSE ROAD,RANDOLPH NJ 07869,(973)361-0808 Ext. 8208,JFANO@RTNJ.ORG,https://www.rtnj.org/,https://www.facebook.com/RandolphSchools/,https://twitter.com/randolphschools
27,MORRIS,4440,RIVERDALE BORO,PK-08,DR. GORDON,52 NEWARK POMPTON TPK.,RIVERDALE NJ 07457,(973)839-1300 Ext. 7,GGORDON@RPSNJ.ORG,https://www.rpsnj.org/,,
27,MORRIS,4480,ROCKAWAY BORO,PK-08,MRS. ALPAUGH,103 EAST MAIN STREET,ROCKAWAY NJ 07866,(973)625-8601,PA@ROCKBORO.ORG,https://www.rockboro.org,https://twitter.com/PhyllisAlpaugh,
27,MORRIS,4490,ROCKAWAY TWP,PK-08,DR. MCLAUGHLIN,16 SCHOOL ROAD,HIBERNIA NJ 07842,(973)627-8200,JMCLAUGHLIN@ROCKTWP.NET,https://rocktwp.net/,https://www.facebook.com/RockawayTownshipPublicSchools,https://twitter.com/RockTwp_PS
27,MORRIS,4560,ROXBURY TWP,PK-12,MRS. RADULIC,42 N. HILLSIDE AVENUE,SUCCASUNNA NJ 07876-1443,(973)584-6099 Ext. 5002,LRADULIC@ROXBURY.ORG,https://www.roxbury.org,http://www.facebook.com/RoxburyPublicSchools,https://twitter.com/LorettaRadulic1
27,MORRIS,5520,WASHINGTON TWP,PK-08,MR. MOHRE,53 WEST MILL ROAD,LONG VALLEY NJ 07853,(908)876-4172 Ext. 1024,JMOHRE@WTSCHOOLS.ORG,https://www.wtschools.org,https://www.facebook.com/WTSchools,https://twitter.com/WTSchools
27,MORRIS,5660,WEST MORRIS REGIONAL,09-12,MR. BEN-DAVID,10 SOUTH FOUR BRIDGES ROAD,CHESTER NJ 07930,(908)879-6404 Ext. 1281,MBENDAVID@WMRHSD.ORG,http://www.wmrhsd.org,,https://twitter.com/wmrhsd
27,MORRIS,5770,WHARTON BORO,PK-08,CHRISTOPHER HERDMAN,137 EAST CENTRAL AVENUE,WHARTON NJ 07885,(973)361-2592,CHERDMAN@WBPS.ORG,https://www.wbps.org,,https://@WBPS_NJ 
29,OCEAN,0185,BARNEGAT TWP,PK-12,DR. LATWIS,550 BARNEGAT BLVD,BARNEGAT NJ 08005,(609)698-5800 Ext. 5116,BLATWIS@BARNEGATSCHOOLS.COM,https://barnegatschools.com/,https://www.facebook.com/Barnegat-Township-School-District-613023978874190/?ref=aymt_homepage_panel,https://twitter.com/@BarnegatSchools
29,OCEAN,0210,BAY HEAD BORO,KG-08,DR. MORRIS,145 GROVE STREET,BAY HEAD NJ 08742-5027,(732)793-7722,PMORRIS@LAVALLETTEK12.ORG,http://www.bayheadschool.org,,
29,OCEAN,0230,BEACH HAVEN BORO,PK-06,RICHARED STARODUB,8TH STREET & BEACH AVENUE,BEACH HAVEN NJ 08008,(609)492-7411,RSTARODUB@BEACHHAVENSCHOOL.COM,http://beachhavenschool.com,,
29,OCEAN,0320,BERKELEY TWP,PK-06,DR. ROSELLI,53 CENTRAL PARKWAY,BAYVILLE NJ 08721,(732)269-2321,JROSELLI@BTBOE.ORG,https://www.btboe.org,https://www.facebook.com/Berkeley-Township-School-District-180358508765847/,
29,OCEAN,0530,BRICK TWP,PK-12,MR. DALTON,101 HENDRICKSON AVENUE,BRICK NJ 08724,(732)785-3000 Ext. 1019,GDALTON@BRICKSCHOOLS.ORG,http://www.brickschools.org,,https://twitter.com/brick_K12
29,OCEAN,0770,CENTRAL REGIONAL,07-12,DR. PARLAPANIDES,509 FOREST HILLS PARKWAY,BAYVILLE NJ 08721,(732)269-1100 Ext. 3206,TPARLAPANIDES@CENTRALREG.K12.NJ.US,https://www.centralreg.k12.nj.us/,https://facebook.com/Central-Regional-School-District-153229481822077,https://twitter.com/WE_R_CR1
29,OCEAN,1150,EAGLESWOOD TWP,PK-06,MS. SNYDER,511 ROUTE 9,WEST CREEK NJ 08092,(609)597-3663,DSNYDER@ETESD.COM,https://www.eagleswood.org,https://www.facebook.com/eagleswoodelementary,
29,OCEAN,2350,ISLAND HEIGHTS BORO,KG-06,TIMOTHY REHM,115 SUMMIT AVENUE,ISLAND HEIGHTS NJ 08732,(732)929-1222,TREHM@ISLANDHEIGHTS.K12.NJ.US,https://www.islandheights.k12.nj.us,,
29,OCEAN,2360,JACKSON TWP,PK-12,DR. GENCO,151 DON CONNOR BOULEVARD,JACKSON NJ 08527-3497,(732)833-4601,SGENCO@JACKSONSD.ORG,https://www.jacksonsd.org/,,
29,OCEAN,2480,LACEY TWP,PK-12,DR. CLARK,200 WESTERN BLVD.,LANOKA HARBOR NJ 08734,(609)971-2000 Ext. 1002,VCLARK@LACEYSCHOOLS.ORG,https://www.laceyschools.org,,https://twitter.com/LTSDSup
29,OCEAN,2500,LAKEHURST BORO,PK-08,MRS. FUHRING,301 UNION AVENUE,LAKEHURST NJ 08733,(732)657-5741,LFUHRING@LAKEHURSTSCHOOL.ORG,https://www.lakehurstschool.org,http://facebook.com/LakehurstSchool,https://twitter.com/LakehurstSchool
29,OCEAN,2520,LAKEWOOD TWP,PK-12,LAURA WINTERS,200 RAMSEY AVENUE,LAKEWOOD NJ 08701,(732)905-3633,LWINTERS@LAKEWOODPINERS.ORG,https://www.lakewoodpiners.org/,,
29,OCEAN,2550,LAVALLETTE BORO,KG-08,DR. MORRIS,105 BROOKLYN AVENUE,LAVALLETTE NJ 08735,(732)793-7722 Ext. 200,PMORRIS@LAVALLETTEK12.ORG,https://www.lavallettek12.org,,
29,OCEAN,2690,LITTLE EGG HARBOR TWP,PK-06,DR. MCCOOLEY,307 FROG POND ROAD,LITTLE EGG HARBOR NJ 08087,(609)296-1719 Ext. 1010,MMCCOOLEY@LEHSD.ORG,http://www.lehsd.org,https://www.facebook.com/Little-Egg-Harbor-School-District,https://twitter.com/LEHSchoolDist
29,OCEAN,2760,LONG BEACH ISLAND,PK-06,DR. KOPACK,201 20TH STREET,SHIP BOTTOM NJ 08008,(609)494-8851 Ext. 2107,PKOPACK@LBI.K12.NJ.US,https://www.lbischools.org,,https://twitter.com/@Lbischools
29,OCEAN,2940,MANCHESTER TWP,PK-12,MR. TRETHAWAY,121 ROUTE 539,WHITING NJ 08759,(732)350-5900 Ext. 2225,DTRETHAWAY@MTSCHOOLS.ORG,https://www.manchestertwp.org,http://www.facebook.com/manchesterschools/,https://twitter.com/MTSDnews
29,OCEAN,3790,OCEAN COUNTY VOCATIONAL,09-12,MRS. HOMIEK,137 BEY LEA ROAD,TOMS RIVER NJ 08753,(732)240-6414 Ext. 3333,KHOMIEK@MAIL.OCVTS.ORG,https://www.ocvts.org,https://www.facebook.com/ocvts,https://twitter.com/ocvts
29,OCEAN,3800,OCEAN GATE BORO,PK-06,MR. VANALESTI,126 WEST ARVERNE AVENUE,OCEAN GATE NJ 08740,(732)269-3023,VANALESTI@OCEANGATESCHOOL.NET,http://www.oceangateschool.net/,,
29,OCEAN,3820,OCEAN TWP,PK-06,DR. LOMMERIN,64 RAILROAD AVENUE,WARETOWN NJ 08758,(609)693-3131 Ext. 130,CLOMMERIN@OTSDK6.ORG,http://www.otsdk6.org,,
29,OCEAN,4105,PINELANDS REGIONAL,07-12,DR. MCCOOLEY,520 NUGENTOWN ROAD,LITTLE EGG HARBOR NJ 08087,(609)296-3106 Ext. 3281,MMCCOOLEY@PRSDNJ.ORG,https://www.prsdnj.org,https://www.facebook.com/prsdnj/,
29,OCEAN,4190,PLUMSTED TWP,PK-12,MR. NORTH,117 EVERGREEN ROAD,NEW EGYPT NJ 08533,(609)758-6800 Ext. 4206,NORTHG@NEWEGYPT.US,https://www.newegypt.us/,https://facebook.com/Plumsted-Township-School-District-133997333332428/,
29,OCEAN,4210,POINT PLEASANT BORO,PK-12,MR. SMITH,2100 PANTHER PATH,POINT PLEASANT NJ 08742,(732)701-1900 Ext. 2412,VSMITH@POINTPLEASANT.K12.NJ.US,https://www.pointpleasant.k12.nj.us/,,https://twitter.com/ptboroschools?lang=en
29,OCEAN,4220,POINT PLEASANT BEACH BORO,PK-12,MR. SMITH,299 COOKS LANE,POINT PLEASANT BEACH NJ 08742,(732)899-8840 Ext. 1000,SMITHW@PTBEACH.COM,http://www.ptbeach.com,,https://twitter.com/ptbeachsuper
29,OCEAN,4710,SEASIDE HEIGHTS BORO,PK-06,DR. PARLAPANIDES,1200 BAY BLVD,SEASIDE HEIGHTS NJ 08751,(732)269-1100 Ext. 206,TPARLAPANIDES@CENTRALREG.K12.NJ.US,https://www.sshschool.org,,
29,OCEAN,4950,SOUTHERN REGIONAL,07-12,MR. HENRY,105 CEDAR BRIDGE RD.,MANAHAWKIN NJ 08050,(609)597-9481,CHENRY@SRSD.NET,https://www.srsd.net/,,
29,OCEAN,5020,STAFFORD TWP,PK-06,MR. CHIDIAC,250 NORTH MAIN STREET,MANAHAWKIN NJ 08050,(609)978-5700 Ext. 1001,GCHIDIAC@STAFFORDSCHOOLS.ORG,https://www.staffordschools.org,,https://twitter.com/StaffordTwpEd
29,OCEAN,5190,TOMS RIVER REGIONAL,PK-12,MR. HEALY,1144 HOOPER AVENUE,TOMS RIVER NJ 08753,(732)818-8530,DHEALY@TRSCHOOLS.COM,http://www.trschools.com/,http://www.facebook.com/Toms-River-Regional-School-District-130499970433878,https://twitter.com/wearetrschools
29,OCEAN,5220,TUCKERTON BORO,PK-06,JANET GANGEMI,217 MARINE STREET,TUCKERTON NJ 08087,(609)294-2682,JGANGEMI2@TESNJ.COM,http://www.tesnj.com/,https://www.facebook.com/tuckertonelementaryschool/,https://twitter.com/TES_NJ
31,PASSAIC,0420,BLOOMINGDALE BORO,PK-08,MR. MOONEY,225 GLENWILD AVENUE,BLOOMINGDALE NJ 07403,(973)838-3282,RMOONEY@BLOOMINGDALESCHOOLS.ORG,http://www.bloomingdaleschools.org,,
31,PASSAIC,0900,CLIFTON CITY,PK-12,MR. TARDALO,745 CLIFTON AVENUE,CLIFTON NJ 07013,(973)470-2260,RTARDALO@CLIFTONSCHOOLS.NET,http://www.clifton.k12.nj.us,https://www.facebook.com/CliftonPublicSchools/,
31,PASSAIC,1920,HALEDON BORO,PK-08,DR. HERNANDEZ,91 HENRY STREET,HALEDON NJ 07508,(973)389-2841,DR.HERNANDEZ@MRHS.NET,,,
31,PASSAIC,2100,HAWTHORNE BORO,PK-12,MR. SPIRITO,445 LAFAYETTE AVENUE,HAWTHORNE NJ 07506,(973)427-1300 Ext. 2088,RSPIRITO@HAWTHORNE.K12.NJ.US,https://www.hawthorne.k12.nj.us,https://www.facebook.com/Hawthorne-Public-Schools,https://www.twitter.com/@rspirito11
31,PASSAIC,2510,LAKELAND REGIONAL,09-12,MR. BEATTIE,205 CONKLINTOWN ROAD,WANAQUE NJ 07465-2198,(973)835-1900 Ext. 118,HBEATTIE@LAKELAND.K12.NJ.US,https://www.lakeland.k12.nj.us,https://www.facebook.com/Lakeland-Regional-High-School-865623113573984/,https://twitter.com/LRHSNJ
31,PASSAIC,2700,LITTLE FALLS TWP,PK-08,MRS. MARINELLI,LITTLE FALLS SCHOOL # 3,LITTLE FALLS NJ 07424-1082,(973)256-1034,TMARINELLI@LFSCHOOLS.ORG,http://www.lfschools.org,,https://twitter.com/LFschools
31,PASSAIC,3640,NORTH HALEDON BORO,PK-08,MR. COFFARO,201 SQUAW BROOK RD.,NORTH HALEDON NJ 07508,(973)427-8993,NCOFFARO@NHSCHOOLS.NET,http://www.nhschools.net,,
31,PASSAIC,3970,PASSAIC CITY,PK-12,MR. MUNOZ,663 MAIN AVENUE,PASSAIC NJ 07055-4828,(973)470-5201,PMUNOZ@PASSAICSCHOOLS.ORG,https://passaicschools.org,https://www.facebook.com/PassaicPublicSchools,https://twitter.com/passaicschools
31,PASSAIC,3975,NORTHERN REGION EDUCATIONAL SERVICES COMMISSION,06-12,MRS. LOBOSCO,45 REINHARDT ROAD,WAYNE NJ 07470,(973)614-8585 Ext. 3810,LOBOSCO@PCTI.TEC.NJ.US,https://www.nresc.org/,,
31,PASSAIC,3980,PASSAIC CO MANCHESTER REG,09-12,DR. HERNANDEZ,70 CHURCH STREET,HALEDON NJ 07508,(973)389-2841,DR.HERNANDEZ@MRHS.NET,https://www.mrhs.net,,
31,PASSAIC,3990,PASSAIC VALLEY REGIONAL,09-12,DR. CARDILLO,170 EAST  MAIN  STREET,LITTLE FALLS NJ 07424,(973)890-2560,CARDILLOJ@PVHS.K12.NJ.US,https://www.pvhs.k12.nj.us,https://www.facebook.com/pv1940,https://www.twitter.com/PhvhsSup
31,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,09-12,MS. LOBOSCO,45 REINHARDT ROAD,WAYNE NJ 07470-2210,(973)389-4201,LOBOSCO@PCTI.TEC.NJ.US,https://www.pcti.tec.nj.us/,https://www.facebook.com/pcti1,https://www.twitter.com/pcti1
31,PASSAIC,4010,PATERSON CITY,PK-12,MS. SHAFER,90 DELAWARE AVENUE,PATERSON NJ 07503,(973)321-0980,SUPERINTENDENT@PATERSON.K12.NJ.US,https://http://www.paterson.k12.nj.us/,https://www.facebook.com/PatersonPublicSchools/,https://twitter.com/Paterson_Public
31,PASSAIC,4230,POMPTON LAKES BORO,PK-12,DR. AMOROSO,237 VAN AVENUE,POMPTON LAKES NJ 07442,(973)835-7100 Ext. 1508,PAUL.AMOROSO@PLPS.ORG,https://www.plps-k12.org/,,http://www.twitter.com/PomptonLakesPS
31,PASSAIC,4270,PROSPECT PARK BORO,PK-08,MRS. ANGERMEYER,290 NORTH 8TH STREET,PROSPECT PARK NJ 07508,(973)720-1981,AANGERMEYER@PROSPECTPARKNJ.COM,https://www.prospectparknj.com,,
31,PASSAIC,4400,RINGWOOD BORO,PK-08,DR. BERNICE,121 CARLETONDALE ROAD,RINGWOOD NJ 07456,(973)962-7028 Ext. 1,BERNICE@NJRPS.ORG,http://www.ringwoodschools.org,https://www.facebook.com/RingwoodPublicSchools,https://twitter.com/ringwoodschools
31,PASSAIC,5200,TOTOWA BORO,PK-08,PATRICIA CAPITELLI,294 TOTOWA ROAD,TOTOWA NJ 07512,(973)956-0010 Ext. 2001,PATRICIA.CAPITELLI@TOTOWA.K12.NJ.US,http://totowa.k12.nj.us/,,
31,PASSAIC,5440,WANAQUE BORO,PK-08,MS. CARDIELLO,973A RINGWOOD AVENUE,HASKELL NJ 07420-1322,(973)835-8200,DCARDIELLO@WANAQUEPS.ORG,http://www.wanaqueps.org,http://www.facebook.com/wanaqueps,
31,PASSAIC,5570,WAYNE TWP,PK-12,DR. TOBACK,50 NELLIS DRIVE,WAYNE NJ 07470,(973)633-3032,MTOBACK@WAYNESCHOOLS.COM,http://www.wayneschools.com,https://www.facebook.com/WaynePublicSchools,https://twitter.com/WayneSchoolsNJ
31,PASSAIC,5650,WEST MILFORD TWP,PK-12,DR. ANEMONE,46 HIGHLANDER DRIVE,WEST MILFORD NJ 07480,(973)697-1700 Ext. 5030,ALEX.ANEMONE@WMTPS.ORG,https://www.wmtps.org,https://www.facebook.com/WestMilfordSchools,https://www.twitter.com/WestMilfordTPS
31,PASSAIC,5690,WOODLAND PARK,PK-08,DR. PILLARI,853 MCBRIDE AVENUE,WOODLAND PARK NJ 07424,(973)317-7710,MPILLARI@WPSCHOOLS.ORG,https://www.wpschools.org,https://www.facebook.com/woodlandparkdistrict-1577859172437044/,https://twitter.com/WPSchooldist
33,SALEM,0060,ALLOWAY TWP,PK-08,MS. SCHELL,43 CEDAR STREET,ALLOWAY NJ 08001,(856)935-1622,SCHELLK@ALLOWAYSCHOOL.ORG,http://www.allowayschool.org/,,
33,SALEM,1350,ELSINBORO TWP,KG-08,MRS. MCALLISTER,631 SALEM-FT. ELFSBORG RD.,SALEM NJ 08079,(856)935-3817,CMCALLISTER@ELSINBOROSCHOOL.ORG,http://www.elsinboroschool.org,https://www.facebook.com,
33,SALEM,2800,LOWER ALLOWAYS CREEK,PK-08,MRS. SCHAFFER,967 MAIN STREET - CANTON,SALEM NJ 08079,(856)935-2707 Ext. 210,SSCHAFFER@LACSCHOOL.ORG,https://www.lacschool.org,https://www.facebook.com/lacschool,
33,SALEM,2950,MANNINGTON TWP,PK-08,MS. WILLIAMS,495 ROUTE 45,SALEM NJ 08079,(856)935-1078,KWILLIAMS@MANNINGTONSCHOOL.ORG,http://www.manningtonschool.org,https://www.facebook.com/ManningtonTownshipSchool,https://twitter.com/495mts
33,SALEM,3860,OLDMANS TWP,PK-08,MS. SMITH,10 FREED ROAD,PEDRICKTOWN NJ 08067,(856)299-4240,ASMITH@OLDMANS.ORG,https://www.oldmans.org/,,
33,SALEM,4070,PENNS GRV-CARNEY'S PT REG,PK-12,DR. COBIAN,100 IONA AVENUE,PENNS GROVE NJ 08069,(856)299-4250 Ext. 1120,ZCOBIAN@PENNSGROVE.K12.NJ.US,http://www.pgcpschools.org/pgcp/,,
33,SALEM,4075,PENNSVILLE,PK-12,DR. BRODZIK,30 CHURCH STREET,PENNSVILLE NJ 08070-2199,(856)540-6200 Ext. 7118,MBRODZIK@PV-EAGLES.ORG,http://www.psdnet.org,,
33,SALEM,4150,PITTSGROVE TWP,PK-12,DR. HOOPES,1076 ALMOND ROAD,PITTSGROVE NJ 08318,(856)358-3094 Ext. 4016,SHOOPES@PITTSGROVE.NET,http://www.pittsgrove.org,,
33,SALEM,4280,QUINTON TWP,PK-08,MR. POTTER,8 ROBINSON STREET,QUINTON NJ 08072,(856)935-2379,SPOTTER@QUINTONSCHOOL.INFO,https://www.quintonschool.info/,https://www.facebook.com/Quinton-Township-School-294985297644886/,
33,SALEM,4630,SALEM CITY,PK-12,DR. MICHEL,205 WALNUT ST,SALEM NJ 08079,(856)935-3800 Ext. 4220,MICHEL@SALEMNJ.ORG,http://salemnj.org,,
33,SALEM,4635,SALEM CO SPECIAL SERVICE,PK-12,MR. SWAIN,880 ROUTE 45,WOODSTOWN NJ 08098,(856)769-0101 Ext. 5301,JSWAIN@SCSSSD.NET,http://www.scsssd.net,,
33,SALEM,4640,SALEM COUNTY VOCATIONAL,09-12,MR. SWAIN,880 RT 45,WOODSTOWN NJ 08098-0350,(856)769-0101 Ext. 5301,JSWAIN@SCVTS.ORG,https://www.scvts.org,https://www.facebook.com/salemcountyvotech,https://twitter.com/scvts
33,SALEM,5320,UPPER PITTSGROVE TWP,PK-08,MR. ECKSTEIN,235 PINE TAVERN RD.,MONROEVILLE NJ 08343,(856)358-8163 Ext. 1000,SECKSTEIN@UPSMAILBOX.NET,http://www.upsnj.org,https://www.facebook.com/UPSPANTHERS/,
33,SALEM,5910,WOODSTOWN-PILESGROVE REG,PK-12,MRS. GROSSMAN,135 EAST AVENUE,WOODSTOWN NJ 08098,(856)769-0144 Ext. 22252,GROSSMAN.V@WOODSTOWN.ORG,http://www.woodstown.org,http://www.facebook.com/WoodstownWolverines,
35,SOMERSET,0240,BEDMINSTER TWP,PK-08,MS. GIORDANO,234 SOMERVILLE ROAD,BEDMINSTER NJ 07921,(908)234-0768 Ext. 200,JGIORDANO@BEDMINSTERSCHOOL.ORG,https://www.bedminsterschool.org/,https://www.facebook.com/bedminsterschool/,
35,SOMERSET,0350,BERNARDS TWP,PK-12,MR. MARKARIAN,101 PEACHTREE ROAD,BASKING RIDGE NJ 07920,(908)204-2600 Ext. 101,NMARKARIAN@BERNARDSBOE.COM,http://www.bernardsboe.com,,https://twitter.com/BernardsTwpBOE
35,SOMERSET,0490,BOUND BROOK BORO,PK-12,DR. GALLAGHER,130 WEST MAPLE AVE,BOUND BROOK NJ 08805,(732)652-7920,DGALLAGHER@BBROOK.ORG,https://www.bbrook.org/,,
